EXECUTION_TIME_STAMP,TICKER,CURRENT_PRICE,CURR,PRICE_CEILING,STRIKE,PRICE_FLOOR,DTE_STRING_AVG,DEX_AVG,GEX_OI_VOL_AVG,ZONE_OI_VOL_AVG,POWER_OI_VOL_AVG,NEG_NEG_OI_VOL_AVG,GEX_OI_AVG,ZONE_OI_AVG,POWER_OI_AVG,NEG_NEG_OI_AVG,DTE_STRING_AVG0,DEX_AVG0,GEX_OI_VOL_AVG0,ZONE_OI_VOL_AVG0,POWER_OI_VOL_AVG0,NEG_NEG_OI_VOL_AVG0,GEX_OI_AVG0,ZONE_OI_AVG0,POWER_OI_AVG0,NEG_NEG_OI_AVG0,DTE_STRING_0,DEX_0,GEX_OI_VOL_0,ZONE_OI_VOL_0,POWER_OI_VOL_0,NEG_NEG_OI_VOL_0,GEX_OI_0,ZONE_OI_0,POWER_OI_0,NEG_NEG_OI_0,DTE_STRING_1,DEX_1,GEX_OI_VOL_1,ZONE_OI_VOL_1,POWER_OI_VOL_1,NEG_NEG_OI_VOL_1,GEX_OI_1,ZONE_OI_1,POWER_OI_1,NEG_NEG_OI_1,NUMBER_OF_1_TOTAL_AVG,NUMBER_OF_1_TOTAL_AVG_0,NUMBER_OF_M_TOTAL_AVG,NUMBER_OF_M_TOTAL_AVG_0
2026-09-10 15:00:14,IWM,287.48,,292.25,292,0,AVG,2329.6976700000005,96762,*,,292,-246909,*,,292,AVG-0,3280.5351200000005,96762,*,,292,-246909,*,,292,0,-950.83745,0,,,292,0,*,,292,1,-2185.28052,-83000,,,N/N,-194331,*,,N/N,0,0,0,0
2026-09-10 15:00:14,IWM,287.48,,291.5,291,0,AVG,-2552.1943500000007,13103,*,,291,-147431,*,,N/N,AVG-0,-1222.0584500000002,13082,*,,291,-147431,*,,N/N,0,-1330.1359000000002,21,,,291,0,*,,291,1,1491.29119,145966,+,,291,-30141,*,,291,0,0,0,0
2026-09-10 15:00:14,IWM,287.48,,290.5,290,0,AVG,-36292.85367,-2636327,*,5,N/N,-2428583,-,1,N/N,AVG-0,-30439.89367,-2653363,*,2,N/N,-2428147,-,1,N/N,0,-5852.96,17036,,,290,-436,*,,N/N,1,94.09396000000106,-529258,*,4,290,-813315,-,1,290,0,0,0,0
2026-09-10 15:00:14,IWM,287.48,,289.5,289,0,AVG,-32816.29634,31187,*,,289,-889056,,,N/N,AVG-0,-6664.033719999999,-855517,*,,N/N,-802764,,,N/N,0,-26152.26262,886704,+,4,289,-86292,*,3,N/N,1,-836.0897400000003,-96176,*,,N/N,-131268,,,N/N,0,0,0,0
2026-09-10 15:00:14,IWM,287.48,,288.5,288,0,AVG,-86916.12299999999,-9141457,-,1,N/N,-1330922,,4,N/N,AVG-0,-15111.2787,-1779895,*,3,N/N,-1222839,,4,N/N,0,-71804.8443,-7361562,-,1,N/N,-108083,*,2,N/N,1,-5942.9401,-563766,*,3,N/N,-234451,,5,N/N,0,0,0,0
2026-09-10 15:00:14,IWM,287.48,CURR,287.75,287.5,0,AVG,-20815.0483,-5646795,M,2,N/N,-185049,,,N/N,AVG-0,-1615.1582000000003,-214754,*,,N/N,-110777,,,N/N,0,-19199.8901,-5432041,M,2,N/N,-74272,M,4,N/N,1,-1618.3495900000005,-213160,*,,N/N,-109123,,,N/N,0,0,0,0
2026-09-10 15:00:14,IWM,287.48,,287.25,287,0,AVG,-12487.37834,-5542129,,3,N/N,-622735,,,N/N,AVG-0,-5119.0713,-826154,*,,N/N,-510147,,,N/N,0,-7368.3070400000015,-4715975,,3,N/N,-112588,-,1,N/N,1,-3930.94571,-467374,*,5,N/N,-183120,M,,N/N,0,0,0,0
2026-09-10 15:00:14,IWM,287.48,,286.5,286,0,AVG,-4893.37358,-1958758,,,N/N,-1425305,M,3,N/N,AVG-0,-4510.87413,-1662695,M,4,N/N,-1393957,M,3,N/N,0,-382.49945,-296063,,5,N/N,-31348,,5,N/N,1,-2581.4269,-676666,M,2,N/N,-463976,,3,N/N,0,0,0,0
2026-09-10 15:00:14,IWM,287.48,,285.5,285,0,AVG,-32615.88677,-3126009,,4,N/N,-1955816,,2,N/N,AVG-0,-32733.01755,-3122625,-,1,N/N,-1954934,,2,N/N,0,117.13078000000002,-3384,,,285,-882,,,285,1,-6410.2405,-1270805,-,1,N/N,-761692,,2,N/N,0,0,0,0
2026-09-10 15:00:14,IWM,287.48,,284.5,284,0,AVG,-5001.21536,-1482044,,,N/N,-1199575,,5,N/N,AVG-0,-5129.9936800000005,-1482042,,,N/N,-1199575,,5,N/N,0,128.77832,-2,,,284,0,,,284,1,-2565.3759800000003,-461191,,,N/N,-260943,,4,N/N,0,0,0,0
